UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Air temperature [K]_rolling_mean,Air temperature [K]_rolling_std,Process temperature [K]_rolling_mean,Process temperature [K]_rolling_std,Rotational speed [rpm]_rolling_mean,Rotational speed [rpm]_rolling_std,Torque [Nm]_rolling_mean,Torque [Nm]_rolling_std,Tool wear [min]_rolling_mean,Tool wear [min]_rolling_std,Air temperature [K]_lag_1,Air temperature [K]_lag_3,Air temperature [K]_lag_5,Process temperature [K]_lag_1,Process temperature [K]_lag_3,Process temperature [K]_lag_5,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_3,Rotational speed [rpm]_lag_5,Torque [Nm]_lag_1,Torque [Nm]_lag_3,Torque [Nm]_lag_5,Tool wear [min]_lag_1,Tool wear [min]_lag_3,Tool wear [min]_lag_5,torque_speed_interaction,failure_label
4428,M19287,M,1.1974400026054626,0.0636533963658965,-0.8912340416484434,0.8941313016722243,-0.014940857804527726,1,Heat Dissipation Failure,302.54,0.08944271922719332,310.2,0.07071067815938037,1519.8,95.47355654839339,39.24,6.482514944063109,102.4,3.974921382869678,302.6,302.6,302.6,310.3,310.2,310.2,1479.0,1631.0,2157.0,40.4,31.0,17.2,105.0,100.0,94.0,67433.09999999999,1
4429,L51608,L,1.1974400026054626,0.0636533963658965,2.0483817078205293,-1.8846398154510855,0.03219118574287868,0,No Failure,302.5,0.10000000011217568,310.18,0.08366600268732965,1588.4,200.13445480476184,35.67999999999999,10.36952265053706,105.0,3.807886552931243,302.4,302.5,302.6,310.1,310.2,310.2,1379.0,1547.0,1563.0,48.9,36.9,39.0,107.0,103.0,97.0,40407.2,0
4430,M19289,M,1.1474439689778415,0.0636533963658965,1.0722284703308325,-0.6607767241548985,0.06361254810781627,0,No Failure,302.44,0.11401754260620048,310.16,0.0894427191312642,1608.4,210.19942911435146,36.16,10.151994877855348,107.4,3.6469165057613497,302.4,302.6,302.6,310.1,310.3,310.2,1906.0,1479.0,1631.0,21.2,40.4,31.0,110.0,105.0,100.0,57815.399999999994,0
4431,H33844,H,1.1474439689778415,0.0636533963658965,0.8323736748333642,-0.9617266646375675,0.11074459165522269,0,No Failure,302.4,0.1224744872275008,310.14000000000004,0.08944271913081217,1636.6,209.3592606024373,34.86,10.445477490282627,109.8,3.9623225512311047,302.3,302.4,302.5,310.1,310.1,310.2,1731.0,1379.0,1547.0,33.4,48.9,36.9,112.0,107.0,103.0,51315.2,0
4432,H33845,H,1.1474439689778415,0.13105428197142516,-0.5342408576522114,1.4659361885892956,0.18929799756756668,0,No Failure,302.34000000000003,0.054772255943706126,310.12,0.04472135961072943,1629.4,216.6270989511683,37.7,13.739359519278961,112.8,4.969909455915126,302.3,302.4,302.6,310.1,310.1,310.3,1688.0,1906.0,1479.0,30.4,21.2,40.4,115.0,110.0,105.0,78787.8,0
4433,L51612,L,1.1974400026054626,0.13105428197142516,-0.5230848206523292,0.6433396846033335,0.2678514034799107,0,No Failure,302.34000000000003,0.054772255943706126,310.14,0.054772255800856144,1642.6,198.83485609922434,37.2,13.267252918370152,116.4,6.107372593840544,302.3,302.3,302.4,310.2,310.1,310.1,1443.0,1731.0,1379.0,54.6,33.4,48.9,120.0,112.0,107.0,67048.0,0
4434,H33847,H,1.1974400026054626,0.13105428197142516,-0.5788650056517404,0.492864714361999,0.2992727658448483,0,No Failure,302.34000000000003,0.054772255943706126,310.15999999999997,0.05477225580161764,1548.4,147.89455703304043,41.94,9.937705972708285,119.8,6.379655163094206,302.4,302.3,302.4,310.2,310.1,310.1,1445.0,1688.0,1906.0,46.4,30.4,21.2,125.0,115.0,110.0,64431.5,0
4435,L51614,L,1.1974400026054626,0.0636533963658965,0.0960752328411357,-0.7109350475686768,0.3778261717571923,0,No Failure,302.36,0.05477225594514739,310.15999999999997,0.05477225580161764,1513.4,109.63712874751533,41.839999999999996,10.04703936490755,123.8,6.534523701081401,302.4,302.3,302.3,310.2,310.2,310.1,1435.0,1443.0,1731.0,44.9,54.6,33.4,127.0,120.0,112.0,51192.399999999994,0
4436,L51615,L,1.1474439689778415,0.0636533963658965,-1.2147591146450287,1.2753345596169388,0.4092475341221299,1,Heat Dissipation Failure,302.36,0.05477225594514739,310.15999999999997,0.05477225580161764,1440.0,83.18052656721558,46.3,8.534928236370972,127.6,5.594640292279263,302.4,302.4,302.3,310.1,310.2,310.1,1556.0,1445.0,1688.0,32.9,46.4,30.4,132.0,125.0,115.0,69616.7,1
4437,M19296,M,1.1974400026054626,0.0636533963658965,0.21321362133989932,-0.42001677176876356,0.44066889648706753,0,No Failure,302.38,0.04472135979014721,310.14,0.054772255800856144,1466.8,103.49492741192323,42.54,8.09401013095499,130.8,4.658325879540265,302.3,302.4,302.3,310.1,310.2,310.2,1321.0,1435.0,1443.0,52.7,44.9,54.6,134.0,127.0,120.0,56456.6,0
4438,L51617,L,1.1974400026054626,0.13105428197142516,0.21879163983984046,-0.8814733471755224,0.48780094003447394,0,No Failure,302.38,0.04472135979014721,310.14,0.054772255800856144,1493.4,113.13399135538027,39.5,9.076618313006318,133.6,4.505552130426922,302.4,302.4,302.4,310.1,310.1,310.2,1577.0,1556.0,1445.0,35.8,32.9,46.4,136.0,132.0,125.0,49233.6,0
4439,L51618,L,1.1974400026054626,0.0636533963658965,-0.6736913201507395,1.2352079008859156,0.5192223023994115,0,No Failure,302.38,0.04472135979014721,310.12,0.044721359610729434,1490.0,115.55734507161047,40.980000000000004,10.645045796050002,136.4,3.6469165057613506,302.4,302.3,302.4,310.2,310.1,310.2,1578.0,1321.0,1435.0,31.2,52.7,44.9,139.0,134.0,127.0,74161.4,0
4440,M19299,M,1.1974400026054626,0.13105428197142516,-0.8187198011492087,1.5863161647823627,0.5506436647643491,0,No Failure,302.38,0.04472135979014721,310.14,0.054772255800856144,1457.2,115.41533693577841,45.56,11.210842965629409,138.6,3.6469165057613506,302.4,302.4,302.4,310.1,310.1,310.1,1418.0,1577.0,1556.0,52.3,35.8,32.9,141.0,136.0,132.0,77673.59999999999,0
4441,L51620,L,1.2474360362331123,0.19845516757699214,-0.5175068021523881,0.4025797322171985,0.5977757083117555,0,No Failure,302.41999999999996,0.04472135979373477,310.18,0.08366600268735683,1482.2,89.0685129549116,43.81999999999999,10.47673613297587,141.0,3.8078865529312433,302.4,302.4,302.3,310.2,310.2,310.1,1392.0,1578.0,1321.0,55.8,31.2,52.7,143.0,139.0,134.0,63624.0,0
4442,L51621,L,1.2474360362331123,0.13105428197142516,-1.1701349666454997,1.0646696012790704,0.6291970706766932,1,Heat Dissipation Failure,302.43999999999994,0.05477225595100001,310.2,0.07071067815941252,1432.6,92.08039965160476,46.78,9.706801738987075,143.4,3.6469165057613506,302.5,302.4,302.4,310.3,310.1,310.1,1446.0,1418.0,1577.0,44.0,52.3,35.8,146.0,141.0,136.0,67247.40000000001,1
4443,L51622,L,1.2474360362331123,0.13105428197142516,0.13512136234072358,-0.5203334185963199,0.6606184330416307,0,No Failure,302.46,0.0547722559524763,310.2,0.07071067815941252,1429.6,86.21658773112779,47.49999999999999,8.292767933567333,145.6,3.6469165057613506,302.5,302.4,302.4,310.2,310.2,310.2,1329.0,1392.0,1578.0,50.6,55.8,31.2,148.0,143.0,139.0,54392.399999999994,0
4444,L51623,L,1.2474360362331123,0.19845516757699214,-0.7462055606499741,1.746822799706453,0.6920397954065683,0,No Failure,302.48,0.044721359799159005,310.24,0.05477225580466363,1427.0,86.84756761129961,48.519999999999996,9.285041733885892,147.8,3.492849839313819,302.5,302.5,302.4,310.2,310.3,310.1,1563.0,1446.0,1418.0,34.8,44.0,52.3,150.0,146.0,141.0,80647.0,0
4445,L51624,L,1.1974400026054626,0.13105428197142516,3.822191590801807,-2.4062863789543782,0.723461157771506,0,No Failure,302.48,0.044721359799159005,310.24,0.05477225580466363,1593.4,362.52903332009043,40.56,16.066984782466246,150.0,3.1622776601675184,302.5,302.5,302.4,310.3,310.2,310.2,1405.0,1329.0,1392.0,57.4,50.6,55.8,152.0,148.0,143.0,35584.0,0
4446,L51625,L,1.2474360362331123,0.13105428197142516,0.9885581928317156,-1.0118849880513456,0.7548825201364435,0,No Failure,302.48,0.044721359799159005,310.22,0.044721359615399775,1647.4,355.1173045628715,37.74,16.54261164387297,152.0,3.1622776601675184,302.4,302.5,302.5,310.2,310.2,310.3,2224.0,1563.0,1446.0,16.0,34.8,44.0,154.0,150.0,146.0,51308.399999999994,0
4447,L51626,L,1.2474360362331123,0.19845516757699214,0.2522597508394872,-0.45011176581703016,0.7863038825013812,0,No Failure,302.48,0.044721359799159005,310.24,0.05477225580466363,1698.4,313.8746565111609,34.72,14.905267525274455,154.0,3.1622776601675184,302.5,302.5,302.5,310.2,310.3,310.2,1716.0,1405.0,1329.0,29.9,57.4,50.6,156.0,152.0,148.0,56232.0,0
4448,M19307,M,1.2474360362331123,0.19845516757699214,-0.2832300251548608,0.18188310919657433,0.8177252448663187,0,No Failure,302.48,0.044721359799159005,310.26,0.05477225580541345,1683.4,323.604388103745,36.12,15.239652227003129,156.0,3.1622776601675184,302.5,302.4,302.5,310.3,310.2,310.2,1584.0,2224.0,1563.0,35.5,16.0,34.8,158.0,154.0,150.0,62198.399999999994,0
4449,L51628,L,1.1974400026054626,0.19845516757699214,-0.919124134148149,1.1248595893756042,0.8648572884137251,1,Heat Dissipation Failure,302.46,0.0547722559524763,310.26000000000005,0.05477225580541345,1677.2,330.4953857469106,34.88,13.18965503718734,158.2,3.492849839313819,302.5,302.5,302.5,310.3,310.2,310.3,1488.0,1716.0,1405.0,41.8,29.9,57.4,160.0,156.0,152.0,70348.8,1
4450,M19309,M,1.1974400026054626,0.19845516757699214,-0.8968120601483845,1.4358411945410283,0.8962786507786628,1,Heat Dissipation Failure,302.46000000000004,0.0547722559524763,310.28000000000003,0.044721359618154786,1508.0,145.16886718576828,42.54,10.285572419656685,160.4,3.6469165057613506,302.4,302.5,302.4,310.3,310.3,310.2,1374.0,1584.0,2224.0,51.2,35.5,16.0,163.0,158.0,154.0,74825.4,1
4451,L51630,L,1.2474360362331123,0.19845516757699214,0.06818514034143008,-0.26954180152742907,0.9434106943260692,0,No Failure,302.46000000000004,0.0547722559524763,310.3,0.0,1475.0,96.74192472759279,44.019999999999996,8.365225639515199,162.8,3.9623225512311024,302.4,302.5,302.5,310.3,310.3,310.2,1378.0,1488.0,1716.0,54.3,41.8,29.9,165.0,160.0,156.0,57852.299999999996,0
4452,L51631,L,1.2474360362331123,0.19845516757699214,0.05702910334154783,0.0915981270517738,0.9748320566910068,0,No Failure,302.46000000000004,0.0547722559524763,310.3,0.0,1468.0,87.72969850625972,45.1,7.266704892865996,165.2,3.9623225512311024,302.5,302.4,302.5,310.3,310.3,310.3,1551.0,1374.0,1584.0,37.3,51.2,35.5,168.0,163.0,158.0,63354.1,0
4453,M19312,M,1.2474360362331123,0.19845516757699214,-0.5119287836524469,-0.07894017255507152,1.0062534190559445,0,No Failure,302.46000000000004,0.0547722559524763,310.3,0.0,1459.8,87.30807522789189,44.58,7.64506376690231,167.6,3.6469165057613506,302.5,302.4,302.5,310.3,310.3,310.3,1549.0,1378.0,1488.0,40.9,54.3,41.8,170.0,165.0,160.0,56722.4,0
4454,L51633,L,1.1974400026054626,0.13105428197142516,-0.7740956531496798,1.375651206444495,1.0533854626033508,0,No Failure,302.46,0.0547722559524763,310.28,0.044721359618154786,1465.0,81.50153372789515,45.08,8.244513327055914,170.0,3.8078865529312433,302.5,302.5,302.4,310.3,310.3,310.3,1447.0,1551.0,1374.0,39.2,37.3,51.2,172.0,168.0,163.0,75180.0,0
4455,L51634,L,1.1974400026054626,0.0636533963658965,-0.7685176346497387,0.8840996369894685,1.0848068249682883,0,No Failure,302.46000000000004,0.0547722559524763,310.24,0.08944271913313821,1469.6,75.81424668226433,43.980000000000004,6.976173736368847,172.4,3.6469165057613506,302.4,302.5,302.4,310.2,310.3,310.3,1400.0,1549.0,1378.0,53.7,40.9,54.3,175.0,170.0,165.0,68368.8,0
4456,H33869,H,1.1974400026054626,0.0636533963658965,0.3247739913387218,-1.112201634878902,1.116228187333226,0,No Failure,302.44,0.05477225595100001,310.2,0.10000000002883004,1478.8,89.683889300137,42.3,9.53073974044,174.6,3.6469165057613506,302.4,302.5,302.5,310.1,310.3,310.3,1401.0,1447.0,1551.0,48.8,39.2,37.3,177.0,172.0,168.0,46153.299999999996,0
4457,L51636,L,1.1474439689778415,0.0636533963658965,-0.2888080436548019,0.6032130258723112,1.19478159324557,0,No Failure,302.4,0.0707106782716674,310.16,0.08944271913133013,1466.4,81.46041983687063,43.32000000000001,9.615976289488364,177.4,4.505552130426922,302.4,302.4,302.5,310.1,310.2,310.3,1597.0,1400.0,1549.0,28.9,53.7,40.9,179.0,175.0,170.0,68402.0,0
4458,M19317,M,1.2474360362331123,0.19845516757699214,0.9550900818320689,-1.272708269802992,1.2262029556105076,0,No Failure,302.4,0.0707106782716674,310.15999999999997,0.08944271913133013,1519.0,133.8600014940954,40.94,12.054169403156825,180.2,4.658325879540265,302.3,302.4,302.5,310.1,310.1,310.3,1487.0,1401.0,1447.0,46.0,48.8,39.2,184.0,177.0,172.0,46683.0,0
4459,L51638,L,1.2974320698607618,0.2658560531825208,-0.339010210154272,0.7737513254791571,1.273334999157914,0,No Failure,302.44,0.1140175426062176,310.2,0.14142135625767055,1534.6,120.39227549971478,39.74,10.68751608185934,183.0,4.949747468305288,302.5,302.4,302.4,310.3,310.1,310.2,1710.0,1597.0,1400.0,27.3,28.9,53.7,186.0,179.0,175.0,70500.6,0
4460,L51639,L,1.2974320698607618,0.2658560531825208,1.139164692330126,-1.3730249166305482,1.3047563615228517,0,No Failure,302.48,0.1303840481894921,310.26,0.1516575089007759,1603.0,122.6437931572537,35.24,10.655890389826721,185.8,4.658325879540265,302.6,302.3,302.4,310.4,310.1,310.1,1478.0,1487.0,1401.0,47.7,46.0,48.8,189.0,184.0,177.0,45840.9,0
4461,L51640,L,1.2974320698607618,0.33325693878808776,0.3191959728387807,-0.7209667122514325,1.3361777238877892,0,No Failure,302.52000000000004,0.1303840481907128,310.34000000000003,0.151657508901801,1602.8,122.65683837438183,36.019999999999996,10.209162551355599,188.6,3.6469165057613497,302.6,302.5,302.4,310.4,310.3,310.1,1743.0,1710.0,1597.0,26.3,27.3,28.9,191.0,186.0,179.0,52348.799999999996,0
4462,L51641,L,1.3474281034883828,0.33325693878808776,0.5757848238360724,-0.9216000059065448,1.3675990862527267,0,No Failure,302.6,0.0707106782829776,310.41999999999996,0.08366600269294408,1633.8,104.28422699526153,32.980000000000004,8.636376555014332,190.8,3.492849839313818,302.6,302.6,302.3,310.5,310.4,310.1,1596.0,1478.0,1487.0,32.8,47.7,46.0,193.0,189.0,184.0,50573.6,0
4463,L51642,L,1.3474281034883828,0.33325693878808776,-1.5382841876416138,2.7901159267130384,1.3990204486176645,1,Heat Dissipation Failure,302.64,0.05477225596560141,310.46,0.05477225581237064,1544.4,183.86489605141935,41.08,16.959274748644237,193.0,3.1622776601675175,302.7,302.6,302.5,310.5,310.4,310.3,1642.0,1743.0,1710.0,30.8,26.3,27.3,195.0,191.0,186.0,85631.4,1
4464,L51643,L,1.3974241371160325,0.40065782439365477,2.661963742814053,-2.015051456326909,1.430441810982602,0,No Failure,302.68,0.0836660027961591,310.5,0.0707106781677081,1652.0,271.72320475071547,35.519999999999996,18.712749664333177,195.0,3.1622776601675175,302.7,302.6,302.6,310.5,310.5,310.4,1263.0,1596.0,1478.0,67.8,32.8,47.7,197.0,193.0,189.0,40118.399999999994,0
4465,L51644,L,1.3974241371160325,0.40065782439365477,0.7375473603343651,-0.9516949999548118,1.4618631733475396,0,No Failure,302.72,0.08366600279809881,310.54,0.05477225581527653,1637.6,267.5711120431338,36.36,18.284775087487443,197.0,3.1622776601675175,302.8,302.7,302.6,310.6,310.5,310.4,2016.0,1642.0,1743.0,19.9,30.8,26.3,199.0,195.0,191.0,50965.5,0
4466,L51645,L,1.3974241371160325,0.40065782439365477,-0.7517835791499152,0.3223264147551537,1.4932845357124773,0,No Failure,302.76,0.054772255974496774,310.56000000000006,0.054772255816003,1599.2,288.02899159633085,38.44,18.36989384835965,199.0,3.1622776601675175,302.8,302.7,302.6,310.6,310.5,310.5,1671.0,1263.0,1596.0,30.5,67.8,32.8,201.0,197.0,193.0,60652.8,0
4467,L51646,L,1.3974241371160325,0.40065782439365477,-0.38363435815380104,0.11166145641728534,1.5247058980774149,0,No Failure,302.78,0.044721359826128466,310.58000000000004,0.04472135963109569,1564.8,291.88473752493337,40.5,17.869667036629473,201.0,3.1622776601675175,302.8,302.8,302.7,310.6,310.6,310.5,1404.0,2016.0,1642.0,43.2,19.9,30.8,203.0,199.0,195.0,60417.0,0
4468,L51647,L,1.3974241371160325,0.40065782439365477,0.43633436133754433,-0.20935181343089515,1.5561272604423524,0,No Failure,302.8,0.0,310.6,0.0,1635.6,238.4141354869699,34.519999999999996,9.48641133411372,203.0,3.1622776601675175,302.8,302.8,302.7,310.6,310.6,310.5,1470.0,1671.0,1263.0,41.1,30.5,67.8,205.0,201.0,197.0,61284.299999999996,0
4469,L51648,L,1.3474281034883828,0.33325693878808776,1.0387603593311858,-1.1021699701961463,1.58754862280729,0,No Failure,302.78,0.044721359826099864,310.58000000000004,0.04472135963109569,1577.4,135.7545579345284,36.339999999999996,6.327163661547047,205.0,3.1622776601675175,302.8,302.8,302.8,310.6,310.6,310.6,1617.0,1404.0,2016.0,37.9,43.2,19.9,207.0,203.0,199.0,50025.0,0
4470,L51649,L,1.3474281034883828,0.33325693878808776,-0.5175068021523881,0.0915981270517738,1.6189699851722277,1,Tool Wear Failure,302.76,0.05477225597442996,310.56000000000006,0.054772255816003,1532.4,134.25460885943258,38.42,5.59437217210311,207.0,3.1622776601675175,302.7,302.8,302.8,310.5,310.6,310.6,1725.0,1470.0,1671.0,29.0,41.1,30.5,209.0,205.0,201.0,59141.4,1
4471,L51650,L,1.3474281034883828,0.40065782439365477,0.14069938084066472,-0.570491742010098,-1.6959837443286896,0,No Failure,302.74,0.05477225597289659,310.56000000000006,0.054772255816003,1564.4,113.45615893374512,36.64,5.086059378340117,166.4,93.04729979961802,302.7,302.8,302.8,310.5,310.6,310.6,1446.0,1617.0,1404.0,40.9,37.9,43.2,211.0,207.0,203.0,53645.2,0
4472,L51651,L,1.3974241371160325,0.40065782439365477,0.731969341834424,-1.0921383055133904,-1.6645623819637518,0,No Failure,302.74,0.05477225597289659,310.56000000000006,0.054772255816003,1604.4,106.9219341388811,34.239999999999995,5.282802286665774,125.8,113.93726343914004,302.7,302.7,302.8,310.6,310.5,310.6,1564.0,1725.0,1470.0,34.3,29.0,41.1,0.0,209.0,205.0,48597.0,0
4473,L51652,L,1.3474281034883828,0.40065782439365477,-0.21071578465562615,0.8740679723067134,-1.6331410195988143,0,No Failure,302.72,0.04472135982048258,310.56000000000006,0.054772255816003,1581.2,115.72683353483421,36.4,8.426149773176444,85.2,113.93726343914004,302.8,302.7,302.8,310.6,310.5,310.6,1670.0,1446.0,1617.0,29.1,40.9,37.9,2.0,211.0,207.0,73098.7,0
4474,L51653,L,1.3474281034883828,0.33325693878808776,0.06818514034143008,-0.40998510708600777,-1.6017196572338768,0,No Failure,302.71999999999997,0.04472135982048258,310.56000000000006,0.054772255816003,1546.4,83.2904556356803,37.78,7.4156591075912885,44.6,93.04729979961802,302.7,302.7,302.7,310.6,310.6,310.5,1501.0,1564.0,1725.0,48.7,34.3,29.0,4.0,0.0,209.0,55680.899999999994,0
4475,L51654,L,1.3474281034883828,0.33325693878808776,0.13512136234072358,-0.5002700892308083,-1.570298294868939,0,No Failure,302.71999999999997,0.04472135982048258,310.56000000000006,0.054772255816003,1569.8,61.657927308653726,36.6,7.262919523167079,4.0,3.1622776601675167,302.7,302.8,302.7,310.5,310.6,310.5,1551.0,1670.0,1446.0,35.9,29.1,40.9,6.0,2.0,211.0,54705.0,0
4476,L51655,L,1.3474281034883828,0.33325693878808776,-1.0474185596467949,0.18188310919657433,-1.5388769325040015,1,Heat Dissipation Failure,302.71999999999997,0.04472135982048258,310.54,0.05477225581527653,1527.2,116.16023415954028,38.1,7.441438033068721,6.0,3.1622776601675167,302.7,302.7,302.7,310.5,310.6,310.6,1563.0,1501.0,1564.0,35.0,48.7,34.3,8.0,4.0,0.0,56471.799999999996,1
4477,L51656,L,1.2974320698607618,0.2658560531825208,-0.690425375650563,1.2151445715204048,-1.507455570139064,0,No Failure,302.68,0.04472135981673932,310.5,0.0707106781677081,1476.2,91.05602670883039,42.7,7.594405835876974,8.0,3.1622776601675167,302.7,302.7,302.8,310.5,310.5,310.6,1351.0,1551.0,1670.0,41.8,35.9,29.1,10.0,6.0,2.0,73721.5,0
4478,L51657,L,1.2974320698607618,0.19845516757699214,0.6036749163357781,-0.5805234066928531,-1.4760342077741262,0,No Failure,302.65999999999997,0.05477225596677933,310.44,0.0894427191374129,1505.4,119.85324359398551,39.8,7.498333148107109,10.0,3.1622776601675167,302.6,302.7,302.7,310.4,310.5,310.6,1415.0,1563.0,1501.0,52.1,35.0,48.7,12.0,8.0,4.0,56327.4,0
4479,L51658,L,1.2474360362331123,0.13105428197142516,-0.3445882286542132,0.1618197798310635,-1.4446128454091887,0,No Failure,302.62,0.08366600279298965,310.38,0.13038404812881413,1490.6,117.3575732537071,40.94,7.183870822892211,12.0,3.1622776601675167,302.6,302.7,302.7,310.3,310.5,310.5,1647.0,1351.0,1551.0,34.2,41.8,35.9,14.0,10.0,6.0,61443.200000000004,0
4480,L51659,L,1.2974320698607618,0.13105428197142516,2.1432080223195284,-1.8545448214028186,-1.4131914830442511,0,No Failure,302.6,0.0707106782826304,310.32,0.13038404812789206,1562.6,229.6188145601297,38.239999999999995,11.320468188197946,14.0,3.1622776601675167,302.5,302.6,302.7,310.2,310.4,310.5,1477.0,1415.0,1563.0,41.6,52.1,35.0,16.0,12.0,8.0,41344.5,0
4481,H33894,H,1.3474281034883828,0.2658560531825208,-1.3040074106440867,1.5261261766858294,-1.3817701206793134,1,Heat Dissipation Failure,302.6,0.0707106782826304,310.3,0.10000000003068098,1553.4,240.8626164434806,40.92,13.708282168091012,16.0,3.1622776601675167,302.6,302.6,302.7,310.2,310.3,310.5,1923.0,1647.0,1351.0,21.5,34.2,41.8,18.0,14.0,10.0,72036.0,1
4482,M19341,M,1.2974320698607618,0.2658560531825208,0.029139010841842207,-0.49023842454805255,-1.3032167147669695,0,No Failure,302.6,0.0707106782826304,310.29999999999995,0.10000000003068098,1579.2,228.94584512499728,37.519999999999996,12.275463331377827,18.6,4.2190046219451505,302.7,302.5,302.6,310.4,310.2,310.4,1305.0,1477.0,1415.0,55.2,41.6,52.1,20.0,16.0,12.0,54194.4,0
4483,H33896,H,1.3474281034883828,0.33325693878808776,0.1630114548404292,-0.30966846025845146,-1.256084671219563,0,No Failure,302.62,0.08366600279298965,310.34,0.13416407867346025,1563.4,225.80146146559647,38.06,12.151666552370571,21.4,4.979959839194945,302.6,302.6,302.6,310.4,310.2,310.3,1544.0,1923.0,1647.0,35.1,21.5,34.2,25.0,18.0,14.0,57859.2,0
4484,L51663,L,1.3474281034883828,0.2658560531825208,-0.2776520066549197,0.2721680913413756,-1.177531265307219,0,No Failure,302.65999999999997,0.05477225596677933,310.38,0.10954451153051982,1565.8,224.71470801885496,38.279999999999994,12.241405148102963,24.8,6.058052492343934,302.7,302.7,302.5,310.5,310.4,310.2,1568.0,1305.0,1477.0,36.9,55.2,41.6,28.0,20.0,16.0,63580.3,0
